"","long","lat","year","TimePeriod","RCP","scenario","treecanopy","Ann_Herb","Bare","Herb","Litter","Shrub","DrySoilDays_Summer_whole","Evap_Summer","ExtremeShortTermDryStress_Summer_whole","FrostDays_Winter","NonDrySWA_Summer_whole","PPT_Winter","PPT_Summer","T_Winter","T_Summer","Tmax_Summer","Tmin_Winter","VWC_Winter_whole","VWC_Spring_whole","VWC_Summer_whole","VWC_Fall_whole","uqID"
"11",-110.0472,37.60413,1990,"Hist","historical","sc1",0,0,84,5,11,7,0,2.9861135637069,36.15,82,0.0106235254000242,3.52,5.41,-0.09666667,23.2337,37.35,-14.65,0.0441438871862895,0.0438770082230201,0.0418545418777248,0.0771023444667715,"-110.0472 37.60413 1990 sc1"
"12",-110.0472,37.60413,1991,"Hist","historical","sc1",0,0,84,5,11,7,0,3.95401825476147,33.69,84,0.0104864145056125,4.85,6.39,-2.093889,22.31033,34.85,-24.55,0.0871769107161254,0.0817615782191593,0.0421038972135905,0.0707375484433581,"-110.0472 37.60413 1991 sc1"
"13",-110.0472,37.60413,1992,"Hist","historical","sc1",0,0,84,5,11,7,0,3.62175422546367,33.4,85,0.0128049381007828,6.39,5.95,-1.282418,21.67554,34.35,-14.35,0.114396357327604,0.094504902193448,0.0421187280018565,0.0584218588480648,"-110.0472 37.60413 1992 sc1"
"14",-110.0472,37.60413,1993,"Hist","historical","sc1",0,0,84,5,11,7,0,2.44221728803598,33.72,83,0.0929622755990674,13.81,5.55,-1.296667,21.29783,34.75,-14.05,0.106751950562354,0.0924280482671131,0.0430715815007514,0.0719443555572886,"-110.0472 37.60413 1993 sc1"
"15",-110.0472,37.60413,1994,"Hist","historical","sc1",0,0,84,5,11,7,0,2.02053318158481,36.37,84,0.0002396084084553,3.23,2.56,-0.4327778,24.52935,37.35,-14.25,0.0749258422098784,0.0538488245108274,0.041020681830401,0.058611479505083,"-110.0472 37.60413 1994 sc1"
"16",-110.0472,37.60413,1995,"Hist","historical","sc1",0,0,84,5,11,7,0,4.15730703610111,35.39,67,0.0122056950260074,7.22,6.76,1.735556,22.06848,37.25,-10.75,0.114706606442884,0.0896870196667779,0.0423227080435721,0.0423339853165871,"-110.0472 37.60413 1995 sc1"
"17",-110.0472,37.60413,1996,"Hist","historical","sc1",0,0,84,5,11,7,0,3.06250593056046,35.38,66,0.0005501554951165,2.93,4.72,1.550549,24.16793,36.05,-12.55,0.0469670897863847,0.0423820689078954,0.0415685390386833,0.0874889805426183,"-110.0472 37.60413 1996 sc1"
"18",-110.0472,37.60413,1997,"Hist","historical","sc1",0,0,84,5,11,7,0,3.79968910208762,33.52,70,0.323601471415068,8.04,9.18,0.6705556,22.10163,35.45,-13.85,0.135454170211653,0.0927752375046789,0.0485792226443798,0.0742889049752868,"-110.0472 37.60413 1997 sc1"
"19",-110.0472,37.60413,1998,"Hist","historical","sc1",0,0,84,5,11,7,0,3.19633371137513,35.73,84,0.0570669315177545,5.19,5.69,0.08777778,22.54674,37.25,-11.65,0.0947037592345168,0.0696585449789024,0.0425703308608947,0.0857996897702459,"-110.0472 37.60413 1998 sc1"
"20",-110.0472,37.60413,1999,"Hist","historical","sc1",0,0,84,5,11,7,0,6.32667550787018,33.14,73,0.311558616396654,2.66,14.56,1.832778,21.66522,34.35,-15.05,0.112194846200622,0.0723664973476061,0.0486476109817655,0.0424101112321217,"-110.0472 37.60413 1999 sc1"
"21",-110.0472,37.60413,2000,"Hist","historical","sc1",0,0,84,5,11,7,0,2.98905410160837,35.94,63,0.000520873927103,5.1,4.78,1.467582,23.94185,36.85,-12.65,0.0591387650422016,0.0659938551975264,0.0413455960502668,0.0816975218557855,"-110.0472 37.60413 2000 sc1"
"22",-110.0472,37.60413,2001,"Hist","historical","sc1",0,0,84,5,11,7,0,4.10504922481081,35.3,79,0.078261654338783,6.24,8.13,0.3561111,23.12826,36.05,-12.95,0.116892417662054,0.0912681127974929,0.0433898289067058,0.0428024625700281,"-110.0472 37.60413 2001 sc1"
"23",-110.0472,37.60413,2002,"Hist","historical","sc1",0,0,84,5,11,7,0,2.1888628185224,36.26,86,0.0001056034347556,2.21,3,-0.85,24.23804,37.25,-14.25,0.0617277906029951,0.0426256307963939,0.0410167565510935,0.0950089223196655,"-110.0472 37.60413 2002 sc1"
"24",-110.0472,37.60413,2003,"Hist","historical","sc1",0,0,84,5,11,7,0,3.08486636469918,36.86,74,0.0276205396382035,5.99,5.4,1.374444,24.26359,38.15,-12.05,0.0868988046275972,0.0892255881461186,0.0419645236434049,0.0884285920253004,"-110.0472 37.60413 2003 sc1"
"25",-110.0472,37.60413,2004,"Hist","historical","sc1",0,0,84,5,11,7,0,1.99802333369831,34.2,81,0.0002715699342392,6.1,2.76,-0.8736264,22.70707,35.15,-14.95,0.105603217401776,0.0852242372283227,0.0412707497231624,0.103057402334213,"-110.0472 37.60413 2004 sc1"
"26",-110.0472,37.60413,2005,"Hist","historical","sc1",0,0,84,5,11,7,0,3.81351906865196,37.29,64,0.106702978069486,13.1,8.14,1.402222,22.2962,38.25,-14.35,0.137671639059951,0.092659587059004,0.044191521144267,0.0561705207980779,"-110.0472 37.60413 2005 sc1"
"27",-110.0472,37.60413,2006,"Hist","historical","sc1",0,0,84,5,11,7,0,4.04015589218844,35.69,84,0.0195348197301342,1.83,7.13,0.7255556,23.89511,36.95,-14.85,0.0497467767662785,0.0664845624541717,0.0420795852047786,0.0998262324942915,"-110.0472 37.60413 2006 sc1"
"28",-110.0472,37.60413,2007,"Hist","historical","sc1",0,0,84,5,11,7,0,3.72187898656533,35.71,79,0.0573287373466614,3.39,7.59,-0.2666667,24.0712,36.25,-16.45,0.0934016614531522,0.0575803823591505,0.0430131858331003,0.0562211618790666,"-110.0472 37.60413 2007 sc1"
"29",-110.0472,37.60413,2008,"Hist","historical","sc1",0,0,84,5,11,7,0,3.18309746121055,34.22,78,0.0486820362092323,13.12,6.65,-2.259341,22.4875,35.25,-18.65,0.122014714418379,0.0849853764169593,0.0430971158888598,0.0446319812306767,"-110.0472 37.60413 2008 sc1"
"30",-110.0472,37.60413,2009,"Hist","historical","sc1",0,0,84,5,11,7,0,1.81060636121473,34.86,74,0.0001138341553047,5.99,2.48,0.2044444,22.44565,36.25,-17.15,0.0973876689840695,0.0700956471778924,0.0411341066112138,0.0446009228324744,"-110.0472 37.60413 2009 sc1"
"31",-110.0472,37.60413,2010,"Hist","historical","sc1",0,0,84,5,11,7,0,4.3733820334454,35.76,88,0.276962042197655,12.04,9.85,-2.407222,22.6212,37.75,-17.15,0.0557764055443238,0.0885843065209652,0.0475040122773338,0.0547569057789949,"-110.0472 37.60413 2010 sc1"
"32",-110.0472,37.60413,2011,"Hist","historical","sc1",0,0,84,5,11,7,0,3.7904386557755,34.8,76,0.0016819854591841,5.5,5.66,-0.7294444,22.97337,35.85,-23.05,0.0796443196114711,0.0588725407761597,0.0415907974382192,0.0533972536997604,"-110.0472 37.60413 2011 sc1"
"33",-110.0472,37.60413,2012,"Hist","historical","sc1",0,0,84,5,11,7,0,2.96869505876702,35.18,88,0.126670940900647,5.47,6.7,0.06868132,23.96196,35.75,-14.85,0.0733860867629435,0.0568475163491914,0.0440265222780885,0.046226519270137,"-110.0472 37.60413 2012 sc1"
"34",-110.0472,37.60413,2013,"Hist","historical","sc1",0,0,84,5,11,7,0,3.05001266276746,36.19,83,0.174437903200197,7.25,7.91,-1.190556,22.95326,38.55,-19.75,0.0885561498970896,0.075527678296766,0.0451332409581489,0.109409101454101,"-110.0472 37.60413 2013 sc1"
"35",-110.0472,37.60413,2014,"Hist","historical","sc1",0,0,84,5,11,7,0,3.46317037788156,34.51,73,0.0808417592397654,3.92,6.9,0.5827778,22.22174,35.95,-17.95,0.117244940065763,0.0689349693953318,0.0431885754894483,0.0640772126711979,"-110.0472 37.60413 2014 sc1"
"36",-110.0472,37.60413,2015,"Hist","historical","sc1",0,0,84,5,11,7,0,5.34448807585083,34.84,56,0.250406181326857,7.25,13.03,1.998333,22.37283,36.25,-15.05,0.0816188315207987,0.0836938149258319,0.0474263924244372,0.0907336875533358,"-110.0472 37.60413 2015 sc1"
"37",-110.0472,37.60413,2016,"Hist","historical","sc1",0,0,84,5,11,7,0,3.56282374142924,36.09,76,0.0922746935314533,6.89,6.91,-0.9379121,23.6788,37.85,-16.35,0.116631081131157,0.0827914776542404,0.0433475440820108,0.0454958708444396,"-110.0472 37.60413 2016 sc1"
"38",-110.0472,37.60413,2017,"Hist","historical","sc1",0,0,84,5,11,7,0,3.07104079104214,36.03,62,0.0291429542972333,9.64,6.1,1.096111,24.11467,37.35,-14.85,0.0986869507612903,0.0795167171427424,0.042222380231534,0.0425112543794443,"-110.0472 37.60413 2017 sc1"
"39",-110.0472,37.60413,2018,"Hist","historical","sc1",0,0,84,5,11,7,0,2.17671507632695,35.25,69,0.0121311964252552,2.67,4.48,2.130556,24.55,35.95,-12.15,0.0454575432565443,0.042141709470116,0.0416131465340231,0.0929252844030823,"-110.0472 37.60413 2018 sc1"
"40",-110.0461,37.60334,1980,"Hist","historical","sc1",6,0,77,7,6,10,0,1.49971483993315,36.16,75,0.0336760200094286,13.79,2.69,0.9648352,23.15924,37.05,-12.45,0.121346385174498,0.0946718064393262,0.0473425788615667,0.0579732130444053,"-110.0461 37.60334 1980 sc1"
"41",-110.0461,37.60334,1981,"Hist","historical","sc1",6,0,77,7,6,10,0,5.0877508138246,36.08,79,0.0391568929975137,2.25,9.39,3.334444,23.27065,37.55,-9.35,0.054806596388077,0.0637458146688761,0.0484231069505938,0.0981219103165538,"-110.0461 37.60334 1981 sc1"
"42",-110.0461,37.60334,1982,"Hist","historical","sc1",6,0,77,7,6,10,0,4.37458425442411,34.99,83,0.193416583508533,4.12,9.5,-0.01555556,22.05707,36.65,-16.55,0.105490228592474,0.0658434918212244,0.0518720339140509,0.0723110572839497,"-110.0461 37.60334 1982 sc1"
"43",-110.0461,37.60334,1983,"Hist","historical","sc1",6,0,77,7,6,10,0,5.12832001624774,33.69,85,0.103942780636716,7.09,10.22,0.4094444,21.32826,34.55,-15.05,0.125032656627392,0.103962908379187,0.0502760164012108,0.0778360219005284,"-110.0461 37.60334 1983 sc1"
"44",-110.0461,37.60334,1984,"Hist","historical","sc1",6,0,77,7,6,10,0,5.20483538555444,34.01,91,0.0522804605011272,4.77,9.49,-1.047253,21.95978,35.35,-18.45,0.115396684113777,0.0665854298235936,0.0490419314305851,0.0763558485463378,"-110.0461 37.60334 1984 sc1"
"45",-110.0461,37.60334,1985,"Hist","historical","sc1",6,0,77,7,6,10,0,2.13194414069631,36.32,87,0.107616218953882,7.66,4.81,-0.94,23.38859,37.55,-18.15,0.117805450210073,0.105438022232974,0.0493428424636598,0.111592383330858,"-110.0461 37.60334 1985 sc1"
"46",-110.0461,37.60334,1986,"Hist","historical","sc1",6,0,77,7,6,10,0,4.40735027681867,34.18,74,0.116068155265582,2.19,9.85,2.294444,22.45109,35.05,-11.45,0.11438732889139,0.064142902263933,0.050322352658537,0.112806178226622,"-110.0461 37.60334 1986 sc1"
"47",-110.0461,37.60334,1987,"Hist","historical","sc1",6,0,77,7,6,10,0,4.39505054034735,33.22,85,0.314710223317675,6.03,11.04,-0.41,22.01576,34.25,-14.15,0.12802570269159,0.0842962191638053,0.0553063570467971,0.0874418219228152,"-110.0461 37.60334 1987 sc1"
"48",-110.0461,37.60334,1988,"Hist","historical","sc1",6,0,77,7,6,10,0,4.34603964617136,34.69,86,0.0277820332765857,5.44,7.98,-1.256593,23.25,35.75,-16.15,0.115032236825931,0.0781691370604204,0.0480690275556591,0.0544999541856545,"-110.0461 37.60334 1988 sc1"
"49",-110.0461,37.60334,1989,"Hist","historical","sc1",6,0,77,7,6,10,0,3.19052282732509,36.62,86,0.0978700773397888,5.13,6.69,-1.843889,22.5125,38.25,-19.65,0.0545701430082707,0.0574145544856669,0.0495920986233013,0.0468584452834434,"-110.0461 37.60334 1989 sc1"
"50",-110.0461,37.60334,1990,"Hist","historical","sc1",6,0,77,7,6,10,0,2.99789759397454,36.15,82,0.0147150409637825,3.52,5.41,-0.09666667,23.2337,37.35,-14.65,0.049222176157636,0.0496215231708493,0.0473905200732889,0.0804076406334266,"-110.0461 37.60334 1990 sc1"
"51",-110.0461,37.60334,1991,"Hist","historical","sc1",6,0,77,7,6,10,0,3.92691585802152,33.69,84,0.0159925902655313,4.85,6.39,-2.093889,22.31033,34.85,-24.55,0.0775338546405972,0.0716530663823327,0.0476882951995199,0.0788161297038665,"-110.0461 37.60334 1991 sc1"
"52",-110.0461,37.60334,1992,"Hist","historical","sc1",6,0,77,7,6,10,0,3.61940683362437,33.4,85,0.0193861166055374,6.39,5.95,-1.282418,21.67554,34.35,-14.35,0.115421196561241,0.0900615077866417,0.0477574765584405,0.0651801580751195,"-110.0461 37.60334 1992 sc1"
"53",-110.0461,37.60334,1993,"Hist","historical","sc1",6,0,77,7,6,10,0,2.46351668268093,33.72,83,0.091029045704534,13.81,5.55,-1.296667,21.29783,34.75,-14.05,0.111973594279471,0.0901924657854208,0.0487814426737924,0.0781994874338222,"-110.0461 37.60334 1993 sc1"
"54",-110.0461,37.60334,1994,"Hist","historical","sc1",6,0,77,7,6,10,0,1.99175149592146,36.37,84,0.0002279210605593,3.23,2.56,-0.4327778,24.52935,37.35,-14.25,0.0702040145580657,0.0536894927144106,0.0462799385225083,0.0648722210739932,"-110.0461 37.60334 1994 sc1"
"55",-110.0461,37.60334,1995,"Hist","historical","sc1",6,0,77,7,6,10,0,4.12450167159939,35.39,67,0.0181341077627673,7.22,6.76,1.735556,22.06848,37.25,-10.75,0.120595641432154,0.0854303115845054,0.0479721107541298,0.0478284710956796,"-110.0461 37.60334 1995 sc1"
"56",-110.0461,37.60334,1996,"Hist","historical","sc1",6,0,77,7,6,10,0,3.01546212121768,35.38,66,0.0005783551999078,2.93,4.72,1.550549,24.16793,36.05,-12.55,0.0525327650457567,0.0478240829714977,0.0470551391955449,0.0907830608840458,"-110.0461 37.60334 1996 sc1"
"57",-110.0461,37.60334,1997,"Hist","historical","sc1",6,0,77,7,6,10,0,3.74696774568151,33.52,70,0.328067312000976,8.04,9.18,0.6705556,22.10163,35.45,-13.85,0.140277057295607,0.0852218002562066,0.055738368281419,0.0753724873023635,"-110.0461 37.60334 1997 sc1"
"58",-110.0461,37.60334,1998,"Hist","historical","sc1",6,0,77,7,6,10,0,3.18272101349762,35.73,84,0.0595722656064317,5.19,5.69,0.08777778,22.54674,37.25,-11.65,0.0888366631092515,0.0614984433329468,0.0483253439121294,0.092948786602469,"-110.0461 37.60334 1998 sc1"
"59",-110.0461,37.60334,1999,"Hist","historical","sc1",6,0,77,7,6,10,0,6.16295226792948,33.14,73,0.30984082194138,2.66,14.56,1.832778,21.66522,34.35,-15.05,0.112685553178088,0.061995642738808,0.0556441187503871,0.0476302365674173,"-110.0461 37.60334 1999 sc1"
"60",-110.0461,37.60334,2000,"Hist","historical","sc1",6,0,77,7,6,10,0,3.04267704819342,35.94,63,0.0004262798693283,5.1,4.78,1.467582,23.94185,36.85,-12.65,0.0663582949374345,0.0668319618733996,0.0467270418272073,0.0894263586843956,"-110.0461 37.60334 2000 sc1"
"61",-110.0461,37.60334,2001,"Hist","historical","sc1",6,0,77,7,6,10,0,4.00275854023916,35.3,79,0.0847103940314513,6.24,8.13,0.3561111,23.12826,36.05,-12.95,0.115707979645811,0.0874787730444758,0.0493388186523576,0.0484280310397329,"-110.0461 37.60334 2001 sc1"
"62",-110.0461,37.60334,2002,"Hist","historical","sc1",6,0,77,7,6,10,0,2.22925643666895,36.26,86,7.75658433187683e-05,2.21,3,-0.85,24.23804,37.25,-14.25,0.0649546005673875,0.0467609939042162,0.046330609266889,0.0898370981242145,"-110.0461 37.60334 2002 sc1"
"63",-110.0461,37.60334,2003,"Hist","historical","sc1",6,0,77,7,6,10,0,3.01118822802575,36.86,74,0.0314315878497989,5.99,5.4,1.374444,24.26359,38.15,-12.05,0.0680431081951392,0.0790293013418942,0.0475927587688157,0.0856890238688635,"-110.0461 37.60334 2003 sc1"
"64",-110.0461,37.60334,2004,"Hist","historical","sc1",6,0,77,7,6,10,0,1.98415748182633,34.2,81,0.0002541048860011,6.1,2.76,-0.8736264,22.70707,35.15,-14.95,0.0943787853995346,0.067932744770919,0.0466889264893816,0.112566749938526,"-110.0461 37.60334 2004 sc1"
"65",-110.0461,37.60334,2005,"Hist","historical","sc1",6,0,77,7,6,10,0,3.81350622835728,37.29,64,0.103057096641202,13.1,8.14,1.402222,22.2962,38.25,-14.35,0.144995649545848,0.0834373738877527,0.050081754002163,0.0624852236027787,"-110.0461 37.60334 2005 sc1"
"66",-110.0461,37.60334,2006,"Hist","historical","sc1",6,0,77,7,6,10,0,3.90956035467438,35.69,84,0.02159642767593,1.83,7.13,0.7255556,23.89511,36.95,-14.85,0.0505879190504486,0.0721005818734756,0.0476907740629008,0.103484555060355,"-110.0461 37.60334 2006 sc1"
"67",-110.0461,37.60334,2007,"Hist","historical","sc1",6,0,77,7,6,10,0,3.63932603325456,35.71,79,0.0622810203170416,3.39,7.59,-0.2666667,24.0712,36.25,-16.45,0.0802323723342473,0.051155372038467,0.0488069401873574,0.0591971949375998,"-110.0461 37.60334 2007 sc1"
"68",-110.0461,37.60334,2008,"Hist","historical","sc1",6,0,77,7,6,10,0,3.18330998288541,34.22,78,0.0511112299411353,13.12,6.65,-2.259341,22.4875,35.25,-18.65,0.130804732029025,0.0802726412484739,0.0488569426504015,0.0505850760112459,"-110.0461 37.60334 2008 sc1"
"69",-110.0461,37.60334,2009,"Hist","historical","sc1",6,0,77,7,6,10,0,1.84409207829708,34.86,74,0.0001818008576933,5.99,2.48,0.2044444,22.44565,36.25,-17.15,0.109603793218551,0.0669888645190818,0.0465783586211246,0.0505246497748492,"-110.0461 37.60334 2009 sc1"
"70",-110.0461,37.60334,2010,"Hist","historical","sc1",6,0,77,7,6,10,0,4.18656733943539,35.76,88,0.287823455696441,12.04,9.85,-2.407222,22.6212,37.75,-17.15,0.061556462897396,0.0868905471232474,0.0545919594315141,0.0591103455427819,"-110.0461 37.60334 2010 sc1"
"71",-110.0461,37.60334,2011,"Hist","historical","sc1",6,0,77,7,6,10,0,3.74338831370935,34.8,76,0.005316599241478,5.5,5.66,-0.7294444,22.97337,35.85,-23.05,0.0788907699082487,0.0571446720136383,0.0470982178820736,0.059927432313992,"-110.0461 37.60334 2011 sc1"
"72",-110.0461,37.60334,2012,"Hist","historical","sc1",6,0,77,7,6,10,0,2.83188913474356,35.18,88,0.136083806067762,5.47,6.7,0.06868132,23.96196,35.75,-14.85,0.0795949192921018,0.055837588838378,0.050167658598691,0.0522575336223537,"-110.0461 37.60334 2012 sc1"
"73",-110.0461,37.60334,2013,"Hist","historical","sc1",6,0,77,7,6,10,0,3.03652642727337,36.19,83,0.16955929251413,7.25,7.91,-1.190556,22.95326,38.55,-19.75,0.0971175355525025,0.0687265594770458,0.05126189241454,0.105582477489266,"-110.0461 37.60334 2013 sc1"
"74",-110.0461,37.60334,2014,"Hist","historical","sc1",6,0,77,7,6,10,0,3.31622320509395,34.51,73,0.088659594710983,3.92,6.9,0.5827778,22.22174,35.95,-17.95,0.112578413676491,0.0590575724898643,0.0491765550040903,0.0644036184538889,"-110.0461 37.60334 2014 sc1"
"75",-110.0461,37.60334,2015,"Hist","historical","sc1",6,0,77,7,6,10,0,5.26601229596766,34.84,56,0.268053001345196,7.25,13.03,1.998333,22.37283,36.25,-15.05,0.0810972225035013,0.076895876277968,0.0545758928379093,0.100107469563379,"-110.0461 37.60334 2015 sc1"
"76",-110.0461,37.60334,2016,"Hist","historical","sc1",6,0,77,7,6,10,0,3.48870525247481,36.09,76,0.0974576597387738,6.89,6.91,-0.9379121,23.6788,37.85,-16.35,0.117570933680509,0.0743250439946672,0.0492903395392854,0.0515992160079814,"-110.0461 37.60334 2016 sc1"
"77",-110.0461,37.60334,2017,"Hist","historical","sc1",6,0,77,7,6,10,0,3.01921310019217,36.03,62,0.0345567308242996,9.64,6.1,1.096111,24.11467,37.35,-14.85,0.107718723400583,0.071980507148393,0.0478476237689201,0.0481926806191804,"-110.0461 37.60334 2017 sc1"
"78",-110.0461,37.60334,2018,"Hist","historical","sc1",6,0,77,7,6,10,0,2.04928695155365,35.25,69,0.01664372096283,2.67,4.48,2.130556,24.55,35.95,-12.15,0.051002288724323,0.0476930354245441,0.0471587782060969,0.0966596747556216,"-110.0461 37.60334 2018 sc1"
"79",-110.0458,37.60308,1980,"Hist","historical","sc1",11,0,70,8,11,11,0,1.522567,36.16,75,0.1006997,13.79,2.69,0.9648352,23.15924,37.05,-12.45,0.1125423,0.0951309,0.04722284,0.05503779,"-110.0458 37.60308 1980 sc1"
"80",-110.0458,37.60308,1981,"Hist","historical","sc1",11,0,70,8,11,11,0,5.288181,36.08,79,0.04231942,2.25,9.39,3.334444,23.27065,37.55,-9.35,0.05269702,0.05841043,0.04813978,0.08501848,"-110.0458 37.60308 1981 sc1"
"81",-110.0458,37.60308,1982,"Hist","historical","sc1",11,0,70,8,11,11,0,4.474843,34.79,83,0.2845928,4.12,9.5,-0.01555556,22.05707,36.65,-16.55,0.08576663,0.05491365,0.0507799,0.06548289,"-110.0458 37.60308 1982 sc1"
"82",-110.0458,37.60308,1983,"Hist","historical","sc1",11,0,70,8,11,11,0,5.279297,33.69,85,0.1076259,7.09,10.22,0.4094444,21.32826,34.55,-15.05,0.1002386,0.1054955,0.04961535,0.06707002,"-110.0458 37.60308 1983 sc1"
"83",-110.0458,37.60308,1984,"Hist","historical","sc1",11,0,70,8,11,11,0,5.38387,34.01,91,0.05823703,4.77,9.49,-1.047253,21.95978,35.35,-18.45,0.09086737,0.05427553,0.04864032,0.06668088,"-110.0458 37.60308 1984 sc1"
"84",-110.0458,37.60308,1985,"Hist","historical","sc1",11,0,70,8,11,11,0,2.172088,36.32,87,0.1639797,7.66,4.81,-0.94,23.38859,37.55,-18.15,0.09409728,0.08966484,0.04887825,0.1048088,"-110.0458 37.60308 1985 sc1"
"85",-110.0458,37.60308,1986,"Hist","historical","sc1",11,0,70,8,11,11,0,4.550195,34.18,74,0.1738627,2.19,9.85,2.294444,22.45109,35.05,-11.45,0.1123507,0.06203127,0.04956617,0.09806057,"-110.0458 37.60308 1986 sc1"
"86",-110.0458,37.60308,1987,"Hist","historical","sc1",11,0,70,8,11,11,0,4.461859,33.22,85,0.4705854,6.03,11.04,-0.41,22.01576,34.25,-14.15,0.1262904,0.07942915,0.05356448,0.08388164,"-110.0458 37.60308 1987 sc1"
"87",-110.0458,37.60308,1988,"Hist","historical","sc1",11,0,70,8,11,11,0,4.530869,34.69,86,0.02947434,5.44,7.98,-1.256593,23.25,35.75,-16.15,0.1148069,0.07162408,0.04782203,0.05229175,"-110.0458 37.60308 1988 sc1"
"88",-110.0458,37.60308,1989,"Hist","historical","sc1",11,0,70,8,11,11,0,3.253367,36.62,86,0.1492731,5.13,6.69,-1.843889,22.5125,38.25,-19.65,0.05276999,0.05275253,0.04900289,0.04676106,"-110.0458 37.60308 1989 sc1"
"89",-110.0458,37.60308,1990,"Hist","historical","sc1",11,0,70,8,11,11,0,3.090212,36.15,82,0.02548731,3.52,5.41,-0.09666667,23.2337,37.35,-14.65,0.04856742,0.04887659,0.04728335,0.06855426,"-110.0458 37.60308 1990 sc1"
"90",-110.0458,37.60308,1991,"Hist","historical","sc1",11,0,70,8,11,11,0,4.039152,33.69,84,0.01985624,4.85,6.39,-2.093889,22.31033,34.85,-24.55,0.06126353,0.05905982,0.04758817,0.07318981,"-110.0458 37.60308 1991 sc1"
"91",-110.0458,37.60308,1992,"Hist","historical","sc1",11,0,70,8,11,11,0,3.710096,33.4,85,0.02344965,6.39,5.95,-1.282418,21.67554,34.35,-14.35,0.1098009,0.08374066,0.04761423,0.05988632,"-110.0458 37.60308 1992 sc1"
"92",-110.0458,37.60308,1993,"Hist","historical","sc1",11,0,70,8,11,11,0,2.573916,33.72,83,0.265111,13.81,5.55,-1.296667,21.29783,34.75,-14.05,0.1003155,0.0917844,0.04831128,0.0685761,"-110.0458 37.60308 1993 sc1"
"93",-110.0458,37.60308,1994,"Hist","historical","sc1",11,0,70,8,11,11,0,2.035324,36.37,84,0.000695995,3.23,2.56,-0.4327778,24.52935,37.35,-14.25,0.05830934,0.05181885,0.04645906,0.05924203,"-110.0458 37.60308 1994 sc1"
